Unnamed: 0,date,pm10,traffic,wind
145,2019-05-25,46,10494288.83,26
146,2019-05-26,26,9290966.138,23
147,2019-05-27,26,9857545.823,14
148,2019-05-28,56,10796592.48,37
149,2019-05-29,53,10812262.14,20
150,2019-05-30,24,10823102.07,26
151,2019-05-31,39,11003281.3,37
152,2019-06-01,41,10335047.31,31
153,2019-06-02,45,9080208.853,25
154,2019-06-03,30,10463884.42,21
155,2019-06-04,51,10741485.58,31
156,2019-06-05,56,10940849.89,30
157,2019-06-06,19,9419184.323,7
158,2019-06-07,30,10213298.91,0
159,2019-06-08,42,10168089.69,16
160,2019-06-09,14,8773360.722,29
161,2019-06-10,17,10361965.92,0
162,2019-06-11,35,10664266.89,8
163,2019-06-12,34,10621479.93,32
164,2019-06-13,35,10728254.24,27
165,2019-06-14,39,10995034.69,41
166,2019-06-15,16,10287546.72,32
167,2019-06-16,25,8904036.95,20
168,2019-06-17,35,10451549.21,31
169,2019-06-18,36,10482435.95,18
170,2019-06-19,29,10466521.47,44
171,2019-06-20,30,10781442.71,35
172,2019-06-21,10,10765611.91,33
173,2019-06-22,11,10469423.25,4
174,2019-06-23,21,9164915.571,8
175,2019-06-24,31,10552053.06,26
176,2019-06-25,30,10670582.72,29
177,2019-06-26,19,10778351.69,4
178,2019-06-27,37,10764276.22,9
179,2019-06-28,23,10983590.24,42
180,2019-06-29,29,10232867.09,4
181,2019-06-30,34,9059850.419,31
182,2019-07-01,33,10510547.63,36
183,2019-07-02,38,10654967.61,36
184,2019-07-03,32,10607501.04,36
185,2019-07-04,31,10697770.01,36
186,2019-07-05,22,10905367.51,16
187,2019-07-06,15,10284572.47,0
188,2019-07-07,8,9038470.606,0
189,2019-07-08,8,10467148.65,0
190,2019-07-09,6,10640016.21,0
191,2019-07-10,7,10534442.37,0
192,2019-07-11,18,10450184.29,16
193,2019-07-12,37,10965166.49,36
194,2019-07-13,42,10175065.77,21
195,2019-07-14,35,9030365.807,38
196,2019-07-15,36,10197779.15,9
197,2019-07-16,65,10575436.14,17
198,2019-07-17,67,10689690.51,21
199,2019-07-18,37,10737039,18
200,2019-07-19,8,10922638.75,4
201,2019-07-20,17,10111975.41,0
202,2019-07-21,48,8791230.949,20
203,2019-07-22,27,10506211.56,29
204,2019-07-23,25,10656524.52,23
205,2019-07-24,27,10491178.15,20
206,2019-07-25,19,10230312.65,12
207,2019-07-26,20,9965819.728,14
208,2019-07-27,13,10013681.11,13
209,2019-07-28,15,8489951.257,4
210,2019-07-29,21,10393617.88,21
211,2019-07-30,18,10509484.79,22
212,2019-07-31,14,10249445.37,9
213,2019-08-01,20,10493241.27,26
214,2019-08-02,22,10648605.1,24
215,2019-08-03,31,9839123.279,7
216,2019-08-04,39,8834692.066,13
217,2019-08-05,27,10389932.24,13
218,2019-08-06,21,10593701.88,0
219,2019-08-07,41,10360970.57,25
220,2019-08-08,23,10645081.49,28
221,2019-08-09,20,10835714.26,22
222,2019-08-10,17,10169791.99,0
223,2019-08-11,14,9023516.228,0
224,2019-08-12,25,10027628.83,0
225,2019-08-13,17,10586564.89,18
226,2019-08-14,8,10767680.88,7
227,2019-08-15,19,9160663.645,5
228,2019-08-16,33,10558249.16,28
229,2019-08-17,22,9997291.69,34
230,2019-08-18,22,8971199.866,31
231,2019-08-19,29,10482910.22,8
232,2019-08-20,33,10630752.88,0
233,2019-08-21,43,10578233.11,10
234,2019-08-22,34,10742913.89,24
235,2019-08-23,23,11062087.14,37
236,2019-08-24,17,10573407.85,31
237,2019-08-25,22,9395295.558,22
238,2019-08-26,23,10681496.48,13
239,2019-08-27,26,10785045.07,16
240,2019-08-28,25,10909338.26,20
241,2019-08-29,16,10786911.78,7
242,2019-08-30,18,11093442.46,10
243,2019-08-31,18,10810667.1,10
244,2019-09-01,25,9514822.614,13
245,2019-09-02,23,10727616.77,11
246,2019-09-03,9,10967465.1,6
247,2019-09-04,7,10518304.97,6
248,2019-09-05,14,10451420.39,0
249,2019-09-06,14,10888184.51,2
250,2019-09-07,38,8828657.97,0
251,2019-09-08,40,9053487.163,14
252,2019-09-09,13,10660674.48,14
253,2019-09-10,7,10379045.66,5
254,2019-09-11,8,10772979.97,2
255,2019-09-12,12,8778278.813,0
256,2019-09-13,16,9265903.104,9
257,2019-09-14,12,8156863.363,9
258,2019-09-15,9,8425444.518,18
259,2019-09-16,13,10522276.05,19
260,2019-09-17,25,10666095.92,6
261,2019-09-18,21,10715372.82,25
262,2019-09-19,22,10741508.34,24
263,2019-09-20,16,10930142.79,9
264,2019-09-21,7,10382952.34,3
265,2019-09-22,16,8656444.699,10
266,2019-09-23,26,10615080.34,7
267,2019-09-24,37,10832300.8,22
268,2019-09-25,33,10850268.22,19
269,2019-09-26,23,10905261.88,12
270,2019-09-27,31,11055109.65,11
271,2019-09-28,42,10591472.03,18
272,2019-09-29,55,9473034.93,19
273,2019-09-30,48,10699658.63,26
274,2019-10-01,25,10816274.8,10
275,2019-10-02,9,10611125.36,2
276,2019-10-03,30,9185347.126,19
277,2019-10-04,43,10800635.17,3
278,2019-10-05,12,10163168.85,8
279,2019-10-06,11,9186261.349,0
280,2019-10-07,25,10140322.27,15
281,2019-10-08,26,10952703.6,1
282,2019-10-09,33,9600699.565,27
283,2019-10-10,39,10716241.46,21
284,2019-10-11,29,11008999.89,18
285,2019-10-12,24,10495078.39,6
286,2019-10-13,39,9419819.064,9
287,2019-10-14,26,10697774.99,26
288,2019-10-15,34,10814480.81,15
289,2019-10-16,33,10890935.07,27
290,2019-10-17,19,10890750.66,10
291,2019-10-18,22,11013097.86,2
292,2019-10-19,41,10520143.22,22
293,2019-10-20,45,9368437.083,14
294,2019-10-21,40,10576222.04,19
295,2019-10-22,23,10679720.81,5
296,2019-10-23,29,10657260.27,0
297,2019-10-24,25,10766208.5,0
298,2019-10-25,24,10874245.89,23
299,2019-10-26,26,10454802.04,36
300,2019-10-27,34,9391734.201,30
301,2019-10-28,78,10448873.22,12
302,2019-10-29,28,10656614.66,40
303,2019-10-30,69,10795863.73,20
304,2019-10-31,82,10693534.2,12
305,2019-11-01,64,10887124.22,31
306,2019-11-02,49,10436014.26,15
307,2019-11-03,13,9300188.408,10
308,2019-11-04,35,10554534.16,13
309,2019-11-05,50,10756572.73,22
310,2019-11-06,50,10751045.24,24
311,2019-11-07,45,10832751.55,34
312,2019-11-08,39,11009501.71,16
313,2019-11-09,32,10506738.77,31
314,2019-11-10,21,9301601.392,0
315,2019-11-11,32,10652487.04,32
316,2019-11-12,30,10644351.96,16
317,2019-11-13,19,10582903.51,19
318,2019-11-14,25,10826933.89,29
319,2019-11-15,36,10631256.04,0
320,2019-11-16,28,10328179.03,0
321,2019-11-17,61,8991057.415,0
322,2019-11-18,33,10600237.75,43
323,2019-11-19,24,10811225.42,34
324,2019-11-20,41,10777255.85,24
325,2019-11-21,50,10812024.78,1
326,2019-11-22,36,10997541.89,0
327,2019-11-23,32,10445679.07,2
328,2019-11-24,29,9111854.43,14
329,2019-11-25,27,10510422.93,27
330,2019-11-26,41,10664773.89,19
331,2019-11-27,41,10703366.2,33
332,2019-11-28,45,10769276.91,42
333,2019-11-29,47,10954599.26,34
334,2019-11-30,43,10314016.05,5
335,2019-12-01,25,8650385.798,11
336,2019-12-02,32,10422780.02,37
337,2019-12-03,33,10483911.47,18
338,2019-12-04,25,10625770.11,27
339,2019-12-05,34,10728361.16,27
340,2019-12-06,49,10829252.39,30
341,2019-12-07,56,10123193.03,3
342,2019-12-08,63,8912577.363,12
343,2019-12-09,84,10424844.68,1
344,2019-12-10,68,10488283.22,9
345,2019-12-11,20,10675136.82,33
346,2019-12-12,27,10795853.24,29
347,2019-12-13,41,10902456.24,7
348,2019-12-14,39,10321198.76,24
349,2019-12-15,43,9076973.281,0
350,2019-12-16,31,10499862.95,0
351,2019-12-17,42,10345432.3,22
352,2019-12-18,29,10707725.46,39
353,2019-12-19,32,10757969.24,40
354,2019-12-20,38,10962316.41,33
355,2019-12-21,60,10071368.29,3
356,2019-12-22,54,8877893.944,0
357,2019-12-23,67,10444217.69,24
358,2019-12-24,54,10696258.47,6
359,2019-12-25,50,8676524.11,14
360,2019-12-26,39,10405030.92,29
361,2019-12-27,48,10757008.83,25
362,2019-12-28,49,9870856.645,0
363,2019-12-29,41.91629956,8533533.105,0
364,2019-12-30,41.91629956,10322693.42,22
365,2019-12-31,38,10473153.07,1
