일자,Unnamed: 0,pm10
2019-01,496,1906.0
2019-02,1274,1619.0
2019-03,2325,1884.0
2019-04,3165,1340.0
2019-05,4216,1678.0
2019-06,4995,904.0
2019-07,6107,809.0
2019-08,7068,748.0
2019-09,7755,662.0
2019-10,8959,1023.0
2019-11,9585,1118.0
2019-12,10850,1353.8325991189427
2020-01,11811,1377.0
2020-02,11919,1217.0
2020-03,13671,1475.0
